user_id,age,gender,device_model,operating_system,youtube_mins_daily,social_media_mins_daily,gaming_mins_daily,productivity_mins_daily,streaming_mins_daily,total_app_usage_mins,screen_on_hours,battery_drain_mah,data_usage_mb,num_apps_installed,peak_usage_hour,night_usage_pct,app_switches_per_hour,avg_session_duration_mins,num_sessions_daily,user_profile,age_group
339,32,Female,Samsung Galaxy S23,Android,66.6,32.2,225.9,2.4,69.9,397.1,8.0,1482,2504,70,23,0.36,3.0,44.6,8,gamer,26-35
340,32,Female,Samsung Galaxy A54,Android,29.6,45.6,199.5,14.3,1.9,290.9,5.63,942,1103,96,22,0.363,2.8,82.5,3,gamer,26-35
341,43,Male,Google Pixel 8,Android,44.3,133.6,35.2,26.0,0.0,239.1,5.19,813,1082,61,19,0.191,5.0,20.0,11,social_butterfly,36-45
342,60,Female,Samsung Galaxy A54,Android,57.1,38.4,50.3,126.1,82.6,354.6,6.61,1117,2315,59,20,0.208,14.5,29.1,12,mixed_user,45+
343,23,Male,iPhone 13,iOS,105.6,75.7,101.6,30.8,71.4,385.1,7.42,1203,2959,54,18,0.106,9.1,19.0,20,mixed_user,18-25
344,25,Female,Samsung Galaxy S23,Android,25.2,196.0,14.5,36.2,5.4,277.3,5.77,1046,1147,70,13,0.111,8.9,7.6,36,social_butterfly,18-25
345,14,Female,Samsung Galaxy A54,Android,197.7,236.0,32.5,6.8,61.4,534.3,9.66,1817,4222,79,15,0.239,6.1,17.3,30,content_consumer,<18
346,55,Male,Samsung Galaxy A54,Android,43.0,33.6,81.4,73.0,74.1,305.1,5.68,978,2052,67,20,0.285,8.9,22.0,13,mixed_user,45+
347,17,Male,OnePlus 11,Android,63.4,146.8,26.8,30.8,24.9,292.7,5.78,1227,1810,77,21,0.176,7.7,13.7,21,social_butterfly,<18
348,15,Male,iPhone 14,iOS,146.9,112.3,74.4,49.9,24.8,408.3,7.72,1384,2806,73,14,0.279,13.3,28.2,14,mixed_user,<18
349,54,Male,Samsung Galaxy S23,Android,131.1,23.8,16.5,28.9,59.8,260.0,5.22,991,2716,49,10,0.224,6.3,23.9,10,content_consumer,45+
350,24,Female,iPhone SE,iOS,75.6,84.3,51.0,16.3,93.5,320.6,6.77,1078,2777,47,9,0.191,13.9,15.8,20,mixed_user,18-25
351,31,Male,Samsung Galaxy S22,Android,64.3,53.7,20.8,58.9,57.5,255.3,4.84,934,2047,54,16,0.129,14.2,20.5,12,mixed_user,26-35
352,36,Male,Samsung Galaxy S23,Android,123.2,61.4,26.5,23.5,41.7,276.5,5.61,1048,2504,72,19,0.173,6.9,18.3,15,content_consumer,36-45
353,41,Female,iPhone 13,iOS,50.4,66.3,100.0,100.6,35.7,353.0,6.81,1222,1647,50,15,0.139,8.3,31.5,11,mixed_user,36-45
354,51,Male,iPhone SE,iOS,37.5,53.6,144.6,17.9,71.1,324.7,6.02,1272,2087,65,23,0.38,4.8,46.1,7,gamer,45+
355,51,Male,Samsung Galaxy A54,Android,50.9,40.0,0.0,136.5,59.7,287.0,5.35,1157,1838,67,15,0.281,11.5,11.8,24,mixed_user,45+
356,49,Male,iPhone SE,iOS,58.8,70.4,55.2,90.1,126.8,401.2,7.22,1500,3064,42,10,0.278,13.8,22.8,17,mixed_user,45+
357,64,Female,iPhone SE,iOS,20.8,0.0,2.4,84.7,31.4,139.3,3.7,704,821,48,15,0.108,7.9,19.0,7,productivity_focused,45+
358,43,Male,iPhone 14,iOS,46.6,28.9,20.5,163.2,4.9,264.1,5.29,1126,912,55,9,0.124,7.4,27.6,9,productivity_focused,36-45
359,17,Female,iPhone 15,iOS,173.8,112.7,80.3,29.8,151.7,548.3,10.2,1783,5031,55,12,0.176,6.8,29.7,18,content_consumer,<18
360,49,Female,Samsung Galaxy S22,Android,129.6,41.6,28.1,21.3,61.5,282.0,6.04,923,2826,46,14,0.119,6.6,30.6,9,content_consumer,45+
361,56,Female,iPhone 14,iOS,48.5,68.7,61.4,80.9,15.6,275.1,6.03,1178,1343,45,22,0.232,14.5,25.5,10,mixed_user,45+
362,24,Male,Samsung Galaxy S23,Android,172.5,59.3,105.0,19.4,33.8,390.0,7.95,1194,3130,51,23,0.267,6.7,21.7,18,content_consumer,18-25
363,64,Male,Samsung Galaxy S23,Android,20.1,161.4,17.0,13.4,54.7,266.6,5.86,875,1650,51,18,0.237,11.0,14.5,18,social_butterfly,45+
364,51,Female,iPhone SE,iOS,30.3,18.3,3.1,211.6,15.7,279.0,5.34,921,869,48,15,0.141,11.0,17.0,16,productivity_focused,45+
365,18,Male,Samsung Galaxy S22,Android,224.3,69.8,58.4,24.9,181.0,558.4,10.0,1621,5879,48,8,0.212,8.5,14.3,38,content_consumer,<18
366,45,Male,Google Pixel 8,Android,23.7,106.1,22.8,38.8,0.0,191.4,3.69,799,819,64,19,0.291,6.3,17.3,11,social_butterfly,36-45
367,49,Male,Xiaomi Redmi Note 12,Android,139.7,76.0,3.4,17.3,98.4,334.8,6.91,1301,3586,42,15,0.154,10.2,12.6,26,content_consumer,45+
368,58,Male,iPhone 14,iOS,21.8,10.8,14.0,143.0,5.7,195.4,3.93,770,547,32,11,0.088,6.8,37.6,5,productivity_focused,45+
369,61,Female,Google Pixel 8,Android,0.0,64.1,204.9,9.3,55.1,333.4,6.25,1064,1593,50,22,0.403,2.8,52.3,6,gamer,45+
370,63,Male,Samsung Galaxy A54,Android,47.1,65.5,184.9,22.0,72.0,391.6,8.0,1310,2395,88,21,0.412,4.2,85.8,4,gamer,45+
371,36,Male,Motorola Edge 40,Android,19.5,97.7,119.3,34.0,70.4,340.9,6.88,1321,1991,67,15,0.154,14.0,12.7,26,mixed_user,36-45
372,64,Male,Samsung Galaxy S23,Android,15.3,98.7,3.6,23.4,57.2,198.2,3.87,799,1517,58,12,0.159,14.3,32.7,6,mixed_user,45+
373,34,Male,Samsung Galaxy S23,Android,28.2,244.5,38.1,36.9,88.5,436.2,8.29,1549,2590,50,21,0.211,9.9,5.2,83,social_butterfly,26-35
374,40,Female,Xiaomi Redmi Note 12,Android,77.2,230.3,16.1,22.7,72.8,419.0,7.77,1338,2805,41,13,0.248,5.0,8.4,49,social_butterfly,36-45
375,58,Female,Google Pixel 8,Android,32.9,166.6,24.8,35.6,34.8,294.6,6.12,1148,1570,58,19,0.126,8.3,13.9,21,social_butterfly,45+
376,51,Female,Samsung Galaxy A54,Android,41.3,99.2,6.8,55.9,35.3,238.6,4.57,899,1439,49,8,0.272,11.9,38.3,6,mixed_user,45+
377,36,Female,Realme 11 Pro,Android,245.1,66.3,34.0,19.9,69.3,434.5,8.73,1312,4306,62,16,0.245,8.1,35.1,12,content_consumer,36-45
378,21,Male,OnePlus 11,Android,86.5,26.9,266.7,9.9,26.0,415.9,8.22,1319,2139,64,20,0.362,4.0,78.4,5,gamer,18-25
379,24,Male,Motorola Edge 40,Android,312.0,43.0,45.8,19.6,83.7,504.0,9.38,1693,5420,49,8,0.22,11.0,26.9,18,content_consumer,18-25
380,22,Male,Xiaomi 13,Android,42.7,153.9,14.9,0.0,33.1,244.6,5.54,1056,1694,70,20,0.12,10.8,13.5,18,social_butterfly,18-25
381,18,Male,Samsung Galaxy A54,Android,148.5,75.4,50.2,31.1,192.9,498.0,9.78,1509,5168,71,21,0.25,7.8,37.9,13,content_consumer,<18
382,56,Female,Samsung Galaxy S22,Android,31.5,70.4,0.0,0.0,2.9,104.8,2.85,668,773,56,21,0.271,5.8,25.2,4,content_consumer,45+
383,37,Female,OnePlus 11,Android,17.4,38.9,10.6,139.4,12.1,218.5,4.32,844,691,51,9,0.146,8.3,15.4,14,productivity_focused,36-45
384,40,Male,Samsung Galaxy A54,Android,12.8,69.0,248.2,36.2,43.2,409.3,7.83,1492,1693,98,20,0.436,2.0,49.2,8,gamer,36-45
385,31,Female,iPhone 13,iOS,77.8,232.2,14.8,55.0,61.3,441.2,8.23,1367,2701,59,21,0.183,6.2,10.7,41,social_butterfly,26-35
386,52,Male,Realme 11 Pro,Android,33.3,59.8,48.2,75.3,46.7,263.5,5.77,1075,1593,52,18,0.108,12.6,25.3,10,mixed_user,45+
387,36,Female,Samsung Galaxy S23,Android,61.2,51.9,29.8,43.8,128.3,315.0,6.62,1252,2968,56,20,0.101,10.0,39.2,8,content_consumer,36-45
388,29,Male,Samsung Galaxy S23,Android,18.3,31.3,9.8,155.9,41.5,256.8,5.32,937,1229,48,15,0.079,11.5,36.1,7,productivity_focused,26-35
389,35,Female,Realme 11 Pro,Android,80.2,139.6,3.8,27.3,24.3,275.2,5.5,899,1846,63,21,0.159,8.8,19.0,14,social_butterfly,26-35
390,46,Male,iPhone 14,iOS,52.6,40.1,70.8,77.1,67.1,307.7,5.98,1242,2039,57,10,0.117,12.4,11.2,27,mixed_user,45+
391,61,Male,Samsung Galaxy A54,Android,87.3,74.6,35.0,13.1,102.0,312.0,5.95,1131,3056,62,16,0.261,6.7,12.4,25,content_consumer,45+
392,64,Male,Xiaomi Redmi Note 12,Android,19.6,109.6,29.0,38.6,59.3,256.2,5.17,843,1702,75,18,0.247,6.8,14.5,17,social_butterfly,45+
393,23,Female,Xiaomi 13,Android,63.8,0.0,497.3,19.7,35.2,616.0,11.41,1745,2378,81,21,0.437,3.9,82.7,7,gamer,18-25
394,47,Male,iPhone 14,iOS,69.9,23.1,82.8,13.9,79.6,269.3,5.54,1076,2441,96,21,0.432,2.5,66.1,4,gamer,45+
395,46,Male,Xiaomi Redmi Note 12,Android,127.7,58.9,18.6,20.4,66.7,292.3,5.83,1116,2854,50,9,0.23,5.6,12.7,22,content_consumer,45+
396,40,Male,OnePlus 11,Android,17.1,72.3,53.5,96.9,40.5,280.2,5.82,1188,1326,53,14,0.278,9.8,12.0,23,mixed_user,36-45
397,22,Female,Xiaomi Redmi Note 12,Android,215.0,71.1,16.3,27.2,63.2,392.7,7.37,1445,3898,61,14,0.239,8.4,12.1,32,content_consumer,18-25
398,62,Female,Samsung Galaxy S22,Android,49.4,128.8,0.0,11.2,51.9,241.3,5.01,841,1955,48,13,0.284,5.9,16.6,14,social_butterfly,45+
399,44,Female,Xiaomi 13,Android,66.1,213.6,12.7,30.2,66.2,388.8,7.22,1391,2559,54,20,0.278,10.2,6.1,64,social_butterfly,36-45
400,63,Female,Xiaomi Redmi Note 12,Android,17.1,11.3,34.8,61.3,6.4,130.8,3.57,815,582,65,10,0.262,11.2,21.9,5,mixed_user,45+
401,16,Male,iPhone SE,iOS,81.1,306.6,0.0,56.7,102.4,546.7,10.17,1832,3546,78,12,0.251,6.6,12.0,45,social_butterfly,<18
402,31,Male,Realme 11 Pro,Android,46.2,202.8,8.2,18.5,21.6,297.2,5.86,1023,1637,62,19,0.259,6.0,14.2,20,social_butterfly,26-35
403,29,Female,iPhone SE,iOS,43.7,30.6,284.0,11.9,45.1,415.3,7.86,1447,1941,52,23,0.307,5.0,88.1,4,gamer,26-35
404,60,Male,Realme 11 Pro,Android,20.6,0.0,8.9,186.4,19.8,235.8,5.29,1039,845,30,10,0.067,9.4,21.8,10,productivity_focused,45+
405,59,Female,OnePlus 11,Android,49.0,120.8,0.0,12.0,32.8,214.6,4.12,773,1520,75,19,0.197,5.2,6.1,35,social_butterfly,45+
406,33,Male,iPhone 15,iOS,33.3,46.6,24.1,148.6,26.5,279.1,5.29,1176,1252,46,9,0.103,8.9,20.2,13,productivity_focused,26-35
407,18,Male,Motorola Edge 40,Android,34.4,96.3,0.0,57.7,27.9,216.3,4.53,954,1270,42,11,0.175,10.8,14.5,14,mixed_user,<18
408,45,Male,Xiaomi 13,Android,53.5,170.7,22.2,15.4,89.4,351.1,7.3,1300,2695,66,21,0.147,6.7,6.5,54,social_butterfly,36-45
409,44,Female,Samsung Galaxy S23,Android,60.9,57.4,153.7,8.2,63.7,343.9,7.18,1098,2238,94,23,0.416,4.5,70.5,4,gamer,36-45
410,39,Male,Samsung Galaxy S22,Android,72.0,34.9,4.1,117.2,27.5,255.6,5.52,909,1538,55,10,0.068,9.6,21.7,11,productivity_focused,36-45
411,52,Male,Xiaomi 13,Android,239.5,37.2,36.4,41.6,98.8,453.5,8.18,1360,4675,46,14,0.133,6.2,39.6,11,content_consumer,45+
412,62,Female,iPhone 13,iOS,24.3,37.9,152.8,14.8,47.9,277.6,5.85,977,1495,63,22,0.255,2.6,83.7,3,gamer,45+
413,61,Male,Samsung Galaxy S22,Android,6.6,29.7,10.3,15.2,31.1,92.9,2.54,508,836,42,9,0.11,8.4,26.3,3,productivity_focused,45+
414,61,Male,Xiaomi 13,Android,77.4,108.8,24.1,11.9,79.3,301.5,5.94,1152,2648,49,18,0.211,7.0,11.9,25,social_butterfly,45+
415,43,Female,OnePlus 11,Android,184.4,96.7,24.6,42.5,112.9,461.1,8.95,1483,4357,65,11,0.23,9.2,36.1,12,content_consumer,36-45
416,15,Male,Google Pixel 8,Android,111.7,63.9,40.0,0.0,44.5,260.2,5.75,1045,2421,51,21,0.28,10.3,34.5,7,mixed_user,<18
417,28,Male,OnePlus 11,Android,281.7,81.1,25.6,20.3,74.3,483.1,9.27,1672,4989,42,20,0.236,11.0,30.8,15,content_consumer,26-35
418,30,Male,Samsung Galaxy S23,Android,192.7,62.6,80.1,22.6,0.0,358.0,7.44,1171,2854,43,16,0.126,8.9,15.6,22,content_consumer,26-35
419,57,Male,Xiaomi Redmi Note 12,Android,35.9,108.6,11.6,46.9,58.7,261.7,4.92,1090,1841,53,18,0.244,6.9,17.7,14,social_butterfly,45+
420,60,Male,iPhone 15,iOS,19.6,129.8,13.3,54.8,40.0,257.5,5.49,1106,1444,64,19,0.265,7.9,16.2,15,social_butterfly,45+
421,29,Female,Motorola Edge 40,Android,94.6,56.5,69.0,69.1,107.0,396.3,7.57,1362,3256,61,22,0.151,8.2,28.9,13,mixed_user,26-35
422,43,Male,iPhone 13,iOS,20.6,194.6,19.3,6.7,43.5,284.7,5.99,1100,1685,55,21,0.145,7.6,15.8,18,social_butterfly,36-45
423,39,Female,iPhone SE,iOS,13.4,70.2,11.7,267.3,32.5,395.1,7.98,1257,1175,32,10,0.139,7.1,15.3,25,productivity_focused,36-45
424,43,Female,Realme 11 Pro,Android,45.1,58.1,0.0,203.4,7.4,314.0,6.07,1126,984,35,16,0.081,9.5,11.5,27,productivity_focused,36-45
425,39,Male,Motorola Edge 40,Android,77.0,113.3,76.8,34.9,120.4,422.3,8.43,1413,3422,56,16,0.181,13.9,36.5,11,mixed_user,36-45
426,62,Female,Samsung Galaxy S23,Android,53.8,4.3,27.6,7.8,42.3,135.8,2.93,745,1517,48,23,0.228,8.1,36.7,3,mixed_user,45+
427,20,Female,Google Pixel 8,Android,110.3,83.5,286.6,35.5,39.4,555.3,10.38,1597,2914,74,20,0.31,5.3,54.9,10,gamer,18-25
428,44,Female,Xiaomi Redmi Note 12,Android,32.2,36.5,20.3,312.1,34.0,435.0,8.5,1339,1338,32,15,0.079,8.9,32.2,13,productivity_focused,36-45
429,30,Female,iPhone 15,iOS,26.2,12.7,216.1,20.3,69.9,345.2,6.93,1276,1908,69,22,0.419,2.1,63.6,5,gamer,26-35
430,51,Male,OnePlus 11,Android,23.0,46.2,9.2,241.1,27.0,346.5,6.31,1133,1146,52,16,0.094,8.0,39.6,8,productivity_focused,45+
431,31,Male,iPhone SE,iOS,64.9,16.2,358.0,8.6,91.4,539.1,9.67,1738,3105,80,22,0.25,2.8,69.9,7,gamer,26-35
432,60,Female,Realme 11 Pro,Android,119.0,47.8,16.4,11.1,87.1,281.3,5.2,941,3029,75,17,0.232,6.7,32.5,8,content_consumer,45+
433,30,Female,Samsung Galaxy S22,Android,56.6,138.4,22.0,14.6,63.8,295.2,6.04,1195,2196,68,21,0.176,11.5,8.4,34,social_butterfly,26-35
434,49,Female,Samsung Galaxy S22,Android,38.8,25.1,13.7,155.8,24.3,257.7,5.67,1099,1135,48,14,0.079,9.8,21.8,11,productivity_focused,45+
435,45,Male,Xiaomi 13,Android,77.3,243.3,17.7,17.7,22.1,377.9,6.91,1211,2090,65,19,0.15,5.7,11.5,32,social_butterfly,36-45
436,49,Female,iPhone 15,iOS,25.5,192.4,30.3,33.8,24.3,306.3,6.56,1222,1516,74,13,0.182,7.4,13.4,22,social_butterfly,45+
437,44,Male,iPhone SE,iOS,304.7,70.9,27.9,38.6,31.9,474.0,9.13,1394,4609,55,18,0.193,5.8,29.4,16,content_consumer,36-45
438,52,Male,Xiaomi Redmi Note 12,Android,22.9,147.3,6.3,64.6,15.4,256.4,5.66,953,1069,45,13,0.158,8.0,19.8,12,social_butterfly,45+
439,62,Female,Xiaomi Redmi Note 12,Android,33.0,174.1,39.1,41.7,79.5,367.4,6.67,1287,2334,67,21,0.249,10.1,10.8,34,social_butterfly,45+
440,49,Male,iPhone SE,iOS,19.3,52.8,12.7,55.7,96.1,236.6,4.93,916,1996,54,19,0.279,10.3,33.5,7,mixed_user,45+
441,56,Male,Samsung Galaxy S22,Android,5.4,10.2,11.1,232.4,17.8,276.8,5.79,926,612,42,9,0.074,9.5,31.4,8,productivity_focused,45+
442,32,Male,iPhone 15,iOS,278.1,90.9,1.3,24.0,57.1,451.4,8.12,1407,4549,54,11,0.264,8.6,27.6,16,content_consumer,26-35
443,28,Male,Xiaomi 13,Android,94.0,241.9,18.2,22.6,9.3,385.9,7.1,1323,2191,77,13,0.221,10.8,7.3,53,social_butterfly,26-35
444,19,Female,Samsung Galaxy S23,Android,335.5,103.1,43.0,17.1,85.0,583.7,10.49,1886,5864,48,10,0.281,10.0,16.0,36,content_consumer,18-25
445,39,Male,Samsung Galaxy A54,Android,40.6,102.3,38.8,20.4,65.2,267.3,5.09,950,1941,41,21,0.146,8.2,18.6,14,social_butterfly,36-45
446,42,Male,Xiaomi 13,Android,103.3,53.7,12.6,24.1,64.5,258.2,4.86,987,2548,47,21,0.19,8.2,36.8,7,content_consumer,36-45
447,15,Male,Samsung Galaxy A54,Android,33.0,125.4,238.5,21.9,3.3,422.1,8.33,1511,1410,73,20,0.409,5.9,88.8,4,gamer,<18
448,62,Female,Realme 11 Pro,Android,56.3,149.6,12.8,17.6,60.8,297.1,5.92,1216,2219,71,19,0.128,10.4,10.4,28,social_butterfly,45+
449,17,Male,Samsung Galaxy A54,Android,397.1,110.1,38.7,14.9,66.0,626.7,11.51,1851,6303,62,9,0.126,10.1,26.0,24,content_consumer,<18
450,35,Male,Motorola Edge 40,Android,1.3,100.5,89.6,60.6,83.7,335.6,6.62,1150,1865,61,14,0.246,11.9,14.0,23,mixed_user,26-35
451,15,Male,Google Pixel 8,Android,50.2,173.1,57.0,36.7,8.3,325.3,6.42,1158,1478,56,13,0.225,10.2,9.7,33,social_butterfly,<18
452,37,Female,OnePlus 11,Android,85.4,48.8,49.2,89.9,40.0,313.2,5.75,1220,1984,44,9,0.256,10.2,28.5,11,mixed_user,36-45
453,39,Male,Motorola Edge 40,Android,37.3,21.4,0.0,253.8,32.4,344.9,6.57,1330,1189,37,9,0.074,9.9,25.0,13,productivity_focused,36-45
454,18,Male,Samsung Galaxy S23,Android,80.6,87.7,31.7,0.0,44.2,244.2,4.93,1005,2036,43,14,0.261,9.7,29.8,8,mixed_user,<18
455,13,Male,Google Pixel 8,Android,71.0,70.4,79.5,90.8,82.1,393.8,7.46,1411,2636,55,12,0.124,12.8,27.0,14,mixed_user,<18
456,47,Female,Motorola Edge 40,Android,16.4,21.4,0.6,162.2,47.3,247.9,5.58,1048,1105,36,9,0.081,8.9,21.4,11,productivity_focused,45+
457,60,Female,OnePlus 11,Android,31.5,16.3,118.9,10.2,61.2,238.1,5.23,1034,1726,56,22,0.355,2.4,62.9,3,gamer,45+
458,17,Male,Xiaomi 13,Android,40.7,76.3,0.0,162.7,50.5,330.2,6.69,1262,1726,49,11,0.072,10.0,16.1,20,productivity_focused,<18
459,38,Male,Motorola Edge 40,Android,39.3,190.1,8.8,17.2,0.0,255.4,5.66,1021,1222,76,19,0.164,7.4,6.6,38,social_butterfly,36-45
460,22,Female,Samsung Galaxy A54,Android,207.9,38.5,50.7,2.3,106.0,405.4,7.48,1251,4489,50,14,0.275,9.7,36.9,10,content_consumer,18-25
461,32,Female,Google Pixel 8,Android,59.5,223.0,48.1,55.1,22.9,408.5,8.02,1448,2018,58,20,0.108,9.3,19.8,20,social_butterfly,26-35
462,30,Female,iPhone SE,iOS,46.4,31.4,16.5,153.5,9.2,257.0,5.33,1113,1078,53,15,0.057,8.3,32.3,7,productivity_focused,26-35
463,26,Male,Samsung Galaxy S22,Android,0.2,72.5,182.8,9.7,81.8,346.9,6.86,1357,1979,75,23,0.361,5.2,32.0,10,gamer,26-35
464,56,Male,Xiaomi Redmi Note 12,Android,8.1,56.1,164.9,10.4,80.4,319.9,6.72,1108,1858,74,20,0.26,4.5,72.2,4,gamer,45+
465,53,Female,Xiaomi Redmi Note 12,Android,8.7,28.3,5.5,121.1,47.0,210.6,4.59,774,1067,32,16,0.079,7.3,27.6,7,productivity_focused,45+
466,61,Male,iPhone 13,iOS,99.9,51.4,20.9,34.5,22.0,228.7,4.4,824,1801,75,14,0.253,9.0,20.7,11,content_consumer,45+
467,60,Female,Samsung Galaxy S23,Android,44.9,139.9,28.9,77.3,4.0,295.2,5.42,1232,1218,43,20,0.113,8.2,7.0,42,social_butterfly,45+
468,20,Female,iPhone SE,iOS,216.4,55.0,50.4,0.0,108.3,430.1,7.9,1275,4667,44,22,0.184,5.2,31.4,13,content_consumer,18-25
469,37,Female,Samsung Galaxy S23,Android,156.2,58.8,8.0,46.9,55.9,325.8,6.58,1271,2995,53,16,0.152,10.5,30.2,10,content_consumer,36-45
470,63,Male,OnePlus 11,Android,97.9,15.3,42.5,18.3,102.0,276.0,6.06,920,2940,69,22,0.252,9.3,38.9,7,content_consumer,45+
471,56,Male,Realme 11 Pro,Android,73.4,37.5,26.4,30.5,99.6,267.4,5.61,1148,2713,63,22,0.178,10.4,12.7,20,content_consumer,45+
472,26,Female,Google Pixel 8,Android,40.0,29.9,289.0,6.9,0.0,365.9,6.74,1406,1224,65,20,0.313,4.9,30.0,12,gamer,26-35
473,34,Female,Google Pixel 8,Android,94.0,36.2,205.0,0.0,26.1,361.3,6.68,1264,2091,56,23,0.335,3.8,76.9,4,gamer,26-35
474,52,Female,iPhone SE,iOS,2.6,21.4,1.3,255.7,0.0,281.1,5.34,1166,363,31,14,0.064,9.7,34.1,8,productivity_focused,45+
475,19,Male,Realme 11 Pro,Android,52.2,59.2,5.6,170.6,0.0,287.6,5.58,1124,1068,50,15,0.116,7.0,12.4,23,productivity_focused,18-25
476,17,Male,OnePlus 11,Android,111.8,28.8,174.9,0.0,26.1,341.6,6.46,1251,2263,67,22,0.45,2.9,39.5,8,gamer,<18
477,48,Male,OnePlus 11,Android,0.0,56.5,21.1,39.8,91.6,209.1,4.83,827,1733,40,18,0.247,9.6,11.3,18,social_butterfly,45+
478,35,Female,OnePlus 11,Android,33.2,34.3,20.5,145.9,28.2,262.1,5.36,1153,1103,50,10,0.138,6.6,38.5,6,productivity_focused,26-35
479,39,Male,Google Pixel 8,Android,43.1,84.7,69.6,105.0,68.2,370.5,7.02,1136,2096,68,17,0.157,10.0,34.3,10,mixed_user,36-45
480,22,Male,OnePlus 11,Android,113.2,83.7,115.5,21.6,0.0,334.1,6.62,1211,1963,46,16,0.207,12.6,33.0,10,mixed_user,18-25
481,56,Female,iPhone 13,iOS,28.5,0.9,7.1,71.2,0.0,107.7,2.33,520,542,77,11,0.286,8.2,11.9,9,mixed_user,45+
482,59,Male,iPhone SE,iOS,5.6,109.8,13.1,35.9,85.6,249.9,4.81,943,1878,54,19,0.3,7.9,14.7,16,social_butterfly,45+
483,51,Male,Google Pixel 8,Android,64.2,110.2,43.1,38.7,42.3,298.6,5.95,1017,1931,77,18,0.192,8.5,16.2,18,social_butterfly,45+
484,42,Male,OnePlus 11,Android,74.3,42.5,398.8,23.0,65.7,604.3,11.31,1859,2910,97,22,0.419,5.0,43.2,13,gamer,36-45
485,24,Female,iPhone SE,iOS,107.5,333.0,44.8,7.1,11.4,503.8,9.7,1483,2616,41,19,0.177,9.1,14.0,36,social_butterfly,18-25
486,27,Male,Xiaomi 13,Android,38.8,250.5,77.9,5.1,51.2,423.6,7.81,1374,2305,75,21,0.266,7.9,16.0,26,social_butterfly,26-35
487,42,Female,Google Pixel 8,Android,214.3,77.9,24.7,5.3,68.9,391.0,7.28,1469,3975,55,13,0.107,10.4,20.2,19,content_consumer,36-45
488,64,Male,OnePlus 11,Android,96.2,37.2,4.1,15.0,88.7,241.1,4.64,820,2682,55,22,0.118,10.0,23.1,10,content_consumer,45+
489,14,Male,iPhone SE,iOS,18.6,256.2,31.6,61.9,17.1,385.4,7.48,1200,1422,73,19,0.183,7.8,17.7,21,social_butterfly,<18
490,45,Male,iPhone 13,iOS,34.6,208.2,21.1,21.7,0.0,285.5,5.5,1004,1239,77,21,0.16,7.3,10.9,26,social_butterfly,36-45
491,63,Male,OnePlus 11,Android,33.2,203.2,45.5,31.9,67.9,381.7,7.1,1307,2332,58,12,0.117,9.6,5.9,64,social_butterfly,45+
492,25,Male,Xiaomi Redmi Note 12,Android,67.0,35.3,376.8,12.1,38.5,529.7,9.39,1709,2299,95,23,0.271,4.8,55.1,9,gamer,18-25
493,41,Male,Xiaomi Redmi Note 12,Android,51.7,23.2,152.2,9.4,7.9,244.5,4.61,829,1232,87,21,0.359,3.6,41.1,5,gamer,36-45
494,39,Female,Motorola Edge 40,Android,97.3,186.0,24.9,21.7,19.0,349.0,6.89,1181,2201,59,20,0.289,11.1,15.3,22,social_butterfly,36-45
495,50,Female,iPhone SE,iOS,162.7,57.4,16.7,26.1,88.6,351.4,6.87,1089,3641,64,23,0.221,10.8,14.7,23,content_consumer,45+
496,35,Female,Motorola Edge 40,Android,34.4,29.8,309.2,13.1,22.2,408.7,8.04,1240,1612,89,21,0.384,3.5,75.3,5,gamer,26-35
497,47,Male,Samsung Galaxy S22,Android,34.2,72.2,56.0,47.4,56.0,265.8,5.21,966,1700,77,21,0.265,12.5,35.5,7,mixed_user,45+
498,35,Female,iPhone 14,iOS,68.3,52.8,160.0,18.9,53.9,353.9,7.17,1104,2184,71,20,0.368,4.4,46.5,7,gamer,26-35
499,32,Male,Xiaomi 13,Android,241.3,100.9,10.0,42.1,125.0,519.2,9.93,1743,5251,71,17,0.211,6.8,16.1,32,content_consumer,26-35
500,35,Female,Samsung Galaxy A54,Android,25.0,173.1,43.6,18.1,42.1,301.9,5.57,1056,1641,45,19,0.245,9.0,12.5,24,social_butterfly,26-35
501,50,Female,Motorola Edge 40,Android,84.8,18.7,196.3,28.4,2.2,330.3,6.69,1181,1620,68,22,0.424,4.3,36.9,8,gamer,45+
502,19,Male,Samsung Galaxy S23,Android,125.5,56.4,141.5,59.0,92.4,474.8,9.13,1428,3487,71,23,0.215,11.0,22.5,21,mixed_user,18-25
503,38,Male,iPhone 15,iOS,33.4,34.5,7.9,203.1,32.8,311.8,6.41,1211,1222,53,16,0.07,8.5,23.9,13,productivity_focused,36-45
504,25,Female,iPhone SE,iOS,40.8,248.4,19.5,32.2,0.0,340.9,6.29,1281,1448,51,18,0.174,6.4,10.1,33,social_butterfly,18-25
505,62,Female,Realme 11 Pro,Android,76.8,20.7,217.5,18.6,38.5,372.0,6.8,1285,2171,72,21,0.39,4.1,39.5,9,gamer,45+
506,35,Male,iPhone 13,iOS,174.0,37.2,21.1,11.5,115.5,359.3,7.21,1110,4123,42,14,0.241,8.9,22.1,16,content_consumer,26-35
507,56,Male,iPhone 13,iOS,2.0,0.0,9.2,208.4,50.7,270.3,5.94,956,1073,43,9,0.074,8.9,29.8,9,productivity_focused,45+
508,41,Male,Realme 11 Pro,Android,64.2,202.8,35.7,21.8,42.1,366.5,6.78,1239,2224,76,21,0.182,8.8,12.5,29,social_butterfly,36-45
